arabic,english,reference,category,origin
قَدِ ٱفۡتَرَیۡنَا عَلَى ٱللَّهِ كَذِبًا إِنۡ عُدۡنَا فِی مِلَّتِكُم بَعۡدَ إِذۡ نَجَّىٰنَا ٱللَّهُ مِنۡهَاۚ وَمَا یَكُونُ لَنَاۤ أَن نَّعُودَ فِیهَاۤ إِلَّاۤ أَن یَشَاۤءَ ٱللَّهُ رَبُّنَاۚ وَسِعَ رَبُّنَا كُلَّ شَیۡءٍ عِلۡمًاۚ عَلَى ٱللَّهِ تَوَكَّلۡنَاۚ رَبَّنَا ٱفۡتَحۡ بَیۡنَنَا وَبَیۡنَ قَوۡمِنَا بِٱلۡحَقِّ وَأَنتَ خَیۡرُ ٱلۡفَـٰتِحِینَ,"We would have invented against Allah a lie if we returned to your religion after Allah had saved us from it. And it is not for us to return to it except that Allah, our Lord, should will. Our Lord has encompassed all things in knowledge. Upon Allah we have relied. Our Lord, decide between us and our people in truth, and You are the best of those who give decision.""",Al-A'raaf 7:89,Dua & Supplication,Makki
وَقَالَ ٱلۡمَلَأُ ٱلَّذِینَ كَفَرُوا۟ مِن قَوۡمِهِۦ لَىِٕنِ ٱتَّبَعۡتُمۡ شُعَیۡبًا إِنَّكُمۡ إِذࣰا لَّخَـٰسِرُونَ,"Said the eminent ones who disbelieved among his people, ""If you should follow Shu'ayb, indeed, you would then be losers.""",Al-A'raaf 7:90,Stories of Prophets,Makki
فَأَخَذَتۡهُمُ ٱلرَّجۡفَةُ فَأَصۡبَحُوا۟ فِی دَارِهِمۡ جَـٰثِمِینَ,"So the earthquake seized them, and they became within their home [corpses] fallen prone.",Al-A'raaf 7:91,Stories of Prophets,Makki
ٱلَّذِینَ كَذَّبُوا۟ شُعَیۡبࣰا كَأَن لَّمۡ یَغۡنَوۡا۟ فِیهَاۚ ٱلَّذِینَ كَذَّبُوا۟ شُعَیۡبࣰا كَانُوا۟ هُمُ ٱلۡخَـٰسِرِینَ,Those who denied Shu'ayb - it was as though they had never resided there. Those who denied Shu'ayb - it was they who were the losers.,Al-A'raaf 7:92,Stories of Prophets,Makki
فَتَوَلَّىٰ عَنۡهُمۡ وَقَالَ یَـٰقَوۡمِ لَقَدۡ أَبۡلَغۡتُكُمۡ رِسَـٰلَـٰتِ رَبِّی وَنَصَحۡتُ لَكُمۡۖ فَكَیۡفَ ءَاسَىٰ عَلَىٰ قَوۡمࣲ كَـٰفِرِینَ,"And he turned away from them and said, ""O my people, I had certainly conveyed to you the messages of my Lord and advised you, so how could I grieve for a disbelieving people?""",Al-A'raaf 7:93,Stories of Prophets,Makki
وَمَاۤ أَرۡسَلۡنَا فِی قَرۡیَةࣲ مِّن نَّبِیٍّ إِلَّاۤ أَخَذۡنَاۤ أَهۡلَهَا بِٱلۡبَأۡسَاۤءِ وَٱلضَّرَّاۤءِ لَعَلَّهُمۡ یَضَّرَّعُونَ,And We sent to no city a prophet [who was denied] except that We seized its people with poverty and hardship that they might humble themselves [to Allah].,Al-A'raaf 7:94,Stories of Prophets,Makki
ثُمَّ بَدَّلۡنَا مَكَانَ ٱلسَّیِّئَةِ ٱلۡحَسَنَةَ حَتَّىٰ عَفَوا۟ وَّقَالُوا۟ قَدۡ مَسَّ ءَابَاۤءَنَا ٱلضَّرَّاۤءُ وَٱلسَّرَّاۤءُ فَأَخَذۡنَـٰهُم بَغۡتَةࣰ وَهُمۡ لَا یَشۡعُرُونَ,"Then We exchanged in place of the bad [condition], good, until they increased [and prospered] and said, ""Our fathers [also] were touched with hardship and ease."" So We seized them suddenly while they did not perceive.",Al-A'raaf 7:95,Stories of Prophets,Makki
وَلَوۡ أَنَّ أَهۡلَ ٱلۡقُرَىٰۤ ءَامَنُوا۟ وَٱتَّقَوۡا۟ لَفَتَحۡنَا عَلَیۡهِم بَرَكَـٰتࣲ مِّنَ ٱلسَّمَاۤءِ وَٱلۡأَرۡضِ وَلَـٰكِن كَذَّبُوا۟ فَأَخَذۡنَـٰهُم بِمَا كَانُوا۟ یَكۡسِبُونَ,"And if only the people of the cities had believed and feared Allah, We would have opened upon them blessings from the heaven and the earth; but they denied [the messengers], so We seized them for what they were earning.""",Al-A'raaf 7:96,Stories of Prophets,Makki
أَفَأَمِنَ أَهۡلُ ٱلۡقُرَىٰۤ أَن یَأۡتِیَهُم بَأۡسُنَا بَیَـٰتࣰا وَهُمۡ نَاۤىِٕمُونَ,"Then, did the people of the cities feel secure from Our punishment coming to them at night while they were asleep?",Al-A'raaf 7:97,Stories of Prophets,Makki
أَوَأَمِنَ أَهۡلُ ٱلۡقُرَىٰۤ أَن یَأۡتِیَهُم بَأۡسُنَا ضُحࣰى وَهُمۡ یَلۡعَبُونَ,Or did the people of the cities feel secure from Our punishment coming to them in the morning while they were at play?,Al-A'raaf 7:98,Stories of Prophets,Makki
أَفَأَمِنُوا۟ مَكۡرَ ٱللَّهِۚ فَلَا یَأۡمَنُ مَكۡرَ ٱللَّهِ إِلَّا ٱلۡقَوۡمُ ٱلۡخَـٰسِرُونَ,Then did they feel secure from the plan of Allah? But no one feels secure from the plan of Allah except the losing people.,Al-A'raaf 7:99,Stories of Prophets,Makki
أَوَلَمۡ یَهۡدِ لِلَّذِینَ یَرِثُونَ ٱلۡأَرۡضَ مِنۢ بَعۡدِ أَهۡلِهَاۤ أَن لَّوۡ نَشَاۤءُ أَصَبۡنَـٰهُم بِذُنُوبِهِمۡۚ وَنَطۡبَعُ عَلَىٰ قُلُوبِهِمۡ فَهُمۡ لَا یَسۡمَعُونَ,"Has it not become clear to those who inherited the earth after its [previous] people that if We willed, We could afflict them for their sins? But We seal over their hearts so they do not hear.",Al-A'raaf 7:100,Stories of Prophets,Makki
تِلۡكَ ٱلۡقُرَىٰ نَقُصُّ عَلَیۡكَ مِنۡ أَنۢبَاۤىِٕهَاۚ وَلَقَدۡ جَاۤءَتۡهُمۡ رُسُلُهُم بِٱلۡبَیِّنَـٰتِ فَمَا كَانُوا۟ لِیُؤۡمِنُوا۟ بِمَا كَذَّبُوا۟ مِن قَبۡلُۚ كَذَ ٰ⁠لِكَ یَطۡبَعُ ٱللَّهُ عَلَىٰ قُلُوبِ ٱلۡكَـٰفِرِینَ,"Those cities - We relate to you, [O Muhammad], some of their news. And certainly did their messengers come to them with clear proofs, but they were not to believe in that which they had denied before. Thus does Allah seal over the hearts of the disbelievers.",Al-A'raaf 7:101,Stories of Prophets,Makki
وَمَا وَجَدۡنَا لِأَكۡثَرِهِم مِّنۡ عَهۡدࣲۖ وَإِن وَجَدۡنَاۤ أَكۡثَرَهُمۡ لَفَـٰسِقِینَ,"And We did not find for most of them any covenant; but indeed, We found most of them defiantly disobedient.",Al-A'raaf 7:102,Stories of Prophets,Makki
ثُمَّ بَعَثۡنَا مِنۢ بَعۡدِهِم مُّوسَىٰ بِـَٔایَـٰتِنَاۤ إِلَىٰ فِرۡعَوۡنَ وَمَلَإِی۟هِۦ فَظَلَمُوا۟ بِهَاۖ فَٱنظُرۡ كَیۡفَ كَانَ عَـٰقِبَةُ ٱلۡمُفۡسِدِینَ,"Then We sent after them Moses with Our signs to Pharaoh and his establishment, but they were unjust toward them. So see how was the end of the corrupters.",Al-A'raaf 7:103,Stories of Prophets,Makki
وَقَالَ مُوسَىٰ یَـٰفِرۡعَوۡنُ إِنِّی رَسُولࣱ مِّن رَّبِّ ٱلۡعَـٰلَمِینَ,"And Moses said, ""O Pharaoh, I am a messenger from the Lord of the worlds",Al-A'raaf 7:104,Stories of Prophets,Makki
حَقِیقٌ عَلَىٰۤ أَن لَّاۤ أَقُولَ عَلَى ٱللَّهِ إِلَّا ٱلۡحَقَّۚ قَدۡ جِئۡتُكُم بِبَیِّنَةࣲ مِّن رَّبِّكُمۡ فَأَرۡسِلۡ مَعِیَ بَنِیۤ إِسۡرَ ٰ⁠ۤءِیلَ,"[Who is] obligated not to say about Allah except the truth. I have come to you with clear evidence from your Lord, so send with me the Children of Israel.""",Al-A'raaf 7:105,Stories of Prophets,Makki
قَالَ إِن كُنتَ جِئۡتَ بِـَٔایَةࣲ فَأۡتِ بِهَاۤ إِن كُنتَ مِنَ ٱلصَّـٰدِقِینَ,"[Pharaoh] said, ""If you have come with a sign, then bring it forth, if you should be of the truthful.""",Al-A'raaf 7:106,Stories of Prophets,Makki
فَأَلۡقَىٰ عَصَاهُ فَإِذَا هِیَ ثُعۡبَانࣱ مُّبِینࣱ,"So Moses threw his staff, and suddenly it was a serpent, manifest.",Al-A'raaf 7:107,Stories of Prophets,Makki
وَنَزَعَ یَدَهُۥ فَإِذَا هِیَ بَیۡضَاۤءُ لِلنَّـٰظِرِینَ,And he drew out his hand; thereupon it was white [with radiance] for the observers.,Al-A'raaf 7:108,Stories of Prophets,Makki
قَالَ ٱلۡمَلَأُ مِن قَوۡمِ فِرۡعَوۡنَ إِنَّ هَـٰذَا لَسَـٰحِرٌ عَلِیمࣱ,"Said the eminent among the people of Pharaoh, ""Indeed, this is a learned magician",Al-A'raaf 7:109,Stories of Prophets,Makki
یُرِیدُ أَن یُخۡرِجَكُم مِّنۡ أَرۡضِكُمۡۖ فَمَاذَا تَأۡمُرُونَ,"Who wants to expel you from your land [through magic], so what do you instruct?""",Al-A'raaf 7:110,Stories of Prophets,Makki
قَالُوۤا۟ أَرۡجِهۡ وَأَخَاهُ وَأَرۡسِلۡ فِی ٱلۡمَدَاۤىِٕنِ حَـٰشِرِینَ,"They said, ""Postpone [the matter of] him and his brother and send among the cities gatherers",Al-A'raaf 7:111,Stories of Prophets,Makki
یَأۡتُوكَ بِكُلِّ سَـٰحِرٍ عَلِیمࣲ,"Who will bring you every learned magician.""",Al-A'raaf 7:112,Stories of Prophets,Makki
وَجَاۤءَ ٱلسَّحَرَةُ فِرۡعَوۡنَ قَالُوۤا۟ إِنَّ لَنَا لَأَجۡرًا إِن كُنَّا نَحۡنُ ٱلۡغَـٰلِبِینَ,"And the magicians came to Pharaoh. They said, ""Indeed for us is a reward if we are the predominant.""",Al-A'raaf 7:113,Stories of Prophets,Makki
قَالَ نَعَمۡ وَإِنَّكُمۡ لَمِنَ ٱلۡمُقَرَّبِینَ,"He said, ""Yes, and, [moreover], you will be among those made near [to me].""",Al-A'raaf 7:114,Stories of Prophets,Makki
قَالُوا۟ یَـٰمُوسَىٰۤ إِمَّاۤ أَن تُلۡقِیَ وَإِمَّاۤ أَن نَّكُونَ نَحۡنُ ٱلۡمُلۡقِینَ,"They said, ""O Moses, either you throw [your staff], or we will be the ones to throw [first].""",Al-A'raaf 7:115,Stories of Prophets,Makki
قَالَ أَلۡقُوا۟ۖ فَلَمَّاۤ أَلۡقَوۡا۟ سَحَرُوۤا۟ أَعۡیُنَ ٱلنَّاسِ وَٱسۡتَرۡهَبُوهُمۡ وَجَاۤءُو بِسِحۡرٍ عَظِیمࣲ,"He said, ""Throw,"" and when they threw, they bewitched the eyes of the people and struck terror into them, and they presented a great [feat of] magic.",Al-A'raaf 7:116,Stories of Prophets,Makki
۞ وَأَوۡحَیۡنَاۤ إِلَىٰ مُوسَىٰۤ أَنۡ أَلۡقِ عَصَاكَۖ فَإِذَا هِیَ تَلۡقَفُ مَا یَأۡفِكُونَ,"And We inspired to Moses, ""Throw your staff,"" and at once it devoured what they were falsifying.",Al-A'raaf 7:117,Stories of Prophets,Makki
فَوَقَعَ ٱلۡحَقُّ وَبَطَلَ مَا كَانُوا۟ یَعۡمَلُونَ,"So the truth was established, and abolished was what they were doing.",Al-A'raaf 7:118,Stories of Prophets,Makki
فَغُلِبُوا۟ هُنَالِكَ وَٱنقَلَبُوا۟ صَـٰغِرِینَ,And Pharaoh and his people were overcome right there and became debased.,Al-A'raaf 7:119,Stories of Prophets,Makki
وَأُلۡقِیَ ٱلسَّحَرَةُ سَـٰجِدِینَ,And the magicians fell down in prostration [to Allah].,Al-A'raaf 7:120,Stories of Prophets,Makki
قَالُوۤا۟ ءَامَنَّا بِرَبِّ ٱلۡعَـٰلَمِینَ,"They said, ""We have believed in the Lord of the worlds,",Al-A'raaf 7:121,Stories of Prophets,Makki
رَبِّ مُوسَىٰ وَهَـٰرُونَ,"The Lord of Moses and Aaron.""",Al-A'raaf 7:122,Stories of Prophets,Makki
قَالَ فِرۡعَوۡنُ ءَامَنتُم بِهِۦ قَبۡلَ أَنۡ ءَاذَنَ لَكُمۡۖ إِنَّ هَـٰذَا لَمَكۡرࣱ مَّكَرۡتُمُوهُ فِی ٱلۡمَدِینَةِ لِتُخۡرِجُوا۟ مِنۡهَاۤ أَهۡلَهَاۖ فَسَوۡفَ تَعۡلَمُونَ,"Said Pharaoh, ""You believed in him before I gave you permission. Indeed, this is a conspiracy which you conspired in the city to expel therefrom its people. But you are going to know.",Al-A'raaf 7:123,Stories of Prophets,Makki
لَأُقَطِّعَنَّ أَیۡدِیَكُمۡ وَأَرۡجُلَكُم مِّنۡ خِلَـٰفࣲ ثُمَّ لَأُصَلِّبَنَّكُمۡ أَجۡمَعِینَ,"I will surely cut off your hands and your feet on opposite sides; then I will surely crucify you all.""",Al-A'raaf 7:124,Stories of Prophets,Makki
قَالُوۤا۟ إِنَّاۤ إِلَىٰ رَبِّنَا مُنقَلِبُونَ,"They said, ""Indeed, to our Lord we will return.",Al-A'raaf 7:125,Stories of Prophets,Makki
وَمَا تَنقِمُ مِنَّاۤ إِلَّاۤ أَنۡ ءَامَنَّا بِـَٔایَـٰتِ رَبِّنَا لَمَّا جَاۤءَتۡنَاۚ رَبَّنَاۤ أَفۡرِغۡ عَلَیۡنَا صَبۡرࣰا وَتَوَفَّنَا مُسۡلِمِینَ,"And you do not resent us except because we believed in the signs of our Lord when they came to us. Our Lord, pour upon us patience and let us die as Muslims [in submission to You].""",Al-A'raaf 7:126,Dua & Supplication,Makki
وَقَالَ ٱلۡمَلَأُ مِن قَوۡمِ فِرۡعَوۡنَ أَتَذَرُ مُوسَىٰ وَقَوۡمَهُۥ لِیُفۡسِدُوا۟ فِی ٱلۡأَرۡضِ وَیَذَرَكَ وَءَالِهَتَكَۚ قَالَ سَنُقَتِّلُ أَبۡنَاۤءَهُمۡ وَنَسۡتَحۡیِۦ نِسَاۤءَهُمۡ وَإِنَّا فَوۡقَهُمۡ قَـٰهِرُونَ,"And the eminent among the people of Pharaoh said,"" Will you leave Moses and his people to cause corruption in the land and abandon you and your gods?"" [Pharaoh] said, ""We will kill their sons and keep their women alive; and indeed, we are subjugators over them.""",Al-A'raaf 7:127,Stories of Prophets,Makki
قَالَ مُوسَىٰ لِقَوۡمِهِ ٱسۡتَعِینُوا۟ بِٱللَّهِ وَٱصۡبِرُوۤا۟ۖ إِنَّ ٱلۡأَرۡضَ لِلَّهِ یُورِثُهَا مَن یَشَاۤءُ مِنۡ عِبَادِهِۦۖ وَٱلۡعَـٰقِبَةُ لِلۡمُتَّقِینَ,"Said Moses to his people, ""Seek help through Allah and be patient. Indeed, the earth belongs to Allah. He causes to inherit it whom He wills of His servants. And the [best] outcome is for the righteous.""",Al-A'raaf 7:128,Stories of Prophets,Makki
قَالُوۤا۟ أُوذِینَا مِن قَبۡلِ أَن تَأۡتِیَنَا وَمِنۢ بَعۡدِ مَا جِئۡتَنَاۚ قَالَ عَسَىٰ رَبُّكُمۡ أَن یُهۡلِكَ عَدُوَّكُمۡ وَیَسۡتَخۡلِفَكُمۡ فِی ٱلۡأَرۡضِ فَیَنظُرَ كَیۡفَ تَعۡمَلُونَ,"They said, ""We have been harmed before you came to us and after you have come to us."" He said, ""Perhaps your Lord will destroy your enemy and grant you succession in the land and see how you will do.""",Al-A'raaf 7:129,Stories of Prophets,Makki
وَلَقَدۡ أَخَذۡنَاۤ ءَالَ فِرۡعَوۡنَ بِٱلسِّنِینَ وَنَقۡصࣲ مِّنَ ٱلثَّمَرَ ٰ⁠تِ لَعَلَّهُمۡ یَذَّكَّرُونَ,And We certainly seized the people of Pharaoh with years of famine and a deficiency in fruits that perhaps they would be reminded.,Al-A'raaf 7:130,Stories of Prophets,Makki
فَإِذَا جَاۤءَتۡهُمُ ٱلۡحَسَنَةُ قَالُوا۟ لَنَا هَـٰذِهِۦۖ وَإِن تُصِبۡهُمۡ سَیِّئَةࣱ یَطَّیَّرُوا۟ بِمُوسَىٰ وَمَن مَّعَهُۥۤۗ أَلَاۤ إِنَّمَا طَـٰۤىِٕرُهُمۡ عِندَ ٱللَّهِ وَلَـٰكِنَّ أَكۡثَرَهُمۡ لَا یَعۡلَمُونَ,"But when good came to them, they said, ""This is ours [by right]."" And if a bad [condition] struck them, they saw an evil omen in Moses and those with him. Unquestionably, their fortune is with Allah, but most of them do not know.",Al-A'raaf 7:131,Stories of Prophets,Makki
وَقَالُوا۟ مَهۡمَا تَأۡتِنَا بِهِۦ مِنۡ ءَایَةࣲ لِّتَسۡحَرَنَا بِهَا فَمَا نَحۡنُ لَكَ بِمُؤۡمِنِینَ,"And they said, ""No matter what sign you bring us with which to bewitch us, we will not be believers in you.""",Al-A'raaf 7:132,Stories of Prophets,Makki
فَأَرۡسَلۡنَا عَلَیۡهِمُ ٱلطُّوفَانَ وَٱلۡجَرَادَ وَٱلۡقُمَّلَ وَٱلضَّفَادِعَ وَٱلدَّمَ ءَایَـٰتࣲ مُّفَصَّلَـٰتࣲ فَٱسۡتَكۡبَرُوا۟ وَكَانُوا۟ قَوۡمࣰا مُّجۡرِمِینَ,"So We sent upon them the flood and locusts and lice and frogs and blood as distinct signs, but they were arrogant and were a criminal people.",Al-A'raaf 7:133,Stories of Prophets,Makki
